"PHEC_result_ID","PHEC_result_groups_ID","result_groups_approval_status","result_groups_capacity","result_groups_description","result_groups_display_name","result_groups_id","result_groups_image_display_url","result_groups_image_url","result_groups_is_organization","result_groups_name","result_groups_revision_id","result_groups_state","result_groups_title","result_groups_type"
"1086","1445","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1086","1446","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1087","1447","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1087","1448","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1088","1449","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1088","1450","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1089","1451","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1089","1452","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1090","1453","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1090","1454","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1091","1455","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1091","1456","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1092","1457","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1092","1458","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1093","1459","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1093","1460","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1094","1461","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1094","1462","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1095","1463","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1095","1464","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1096","1465","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1096","1466","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1097","1467","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1097","1468","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1098","1469","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
"1098","1470","approved","member","","Outcomes","32cbba1b-60eb-4147-80e2-117fbf079fa4","","","False","outcomes","fca29c74-2fe1-4d28-8c80-997438a32ff3","active","Outcomes","group"
"1099","1471","approved","member","The NHS Outcomes Framework indicators form part of the NHS Outcomes Framework. These indicators have been designed to provide national-level accountability for the outcomes the NHS delivers and drive transparency, quality improvement and outcome measurement throughout the NHS. They do not set out how these outcomes should be delivered; it is for the NHS England to determine how best to deliver improvements by working with Clinical Commissioning Groups (CCGs) to make use of the tools at their disposal. More info at http://www.hscic.gov.uk/nhsof","NHSOF","d7c6fb89-f56d-4974-979e-a91ac86f7787","","","False","nhsof","ab643a32-58e0-44f9-b679-f87654447a7e","active","NHSOF","group"
